1961844,659年3月28日 12ʰ0ᵐ0ˢ,1
1962228,660年4月15日 12ʰ0ᵐ0ˢ,1
1962287,660年6月13日 12ʰ0ᵐ0ˢ,1
1962671,661年7月2日 12ʰ0ᵐ0ˢ,1
1962730,661年8月30日 12ʰ0ᵐ0ˢ,1
1963025,662年6月21日 12ʰ0ᵐ0ˢ,1
1963084,662年8月19日 12ʰ0ᵐ0ˢ,1
1963409,663年7月10日 12ʰ0ᵐ0ˢ,1
1963468,663年9月7日 12ʰ0ᵐ0ˢ,1
1963793,664年7月28日 12ʰ0ᵐ0ˢ,1
1963852,664年9月25日 12ʰ0ᵐ0ˢ,1
1963911,664年11月23日 12ʰ0ᵐ0ˢ,1
1964177,665年8月16日 12ʰ0ᵐ0ˢ,1
1964236,665年10月14日 12ʰ0ᵐ0ˢ,1
1964295,665年12月12日 12ʰ0ᵐ0ˢ,1
1964384,666年3月11日 12ʰ0ᵐ0ˢ,1
1966599,672年4月3日 12ʰ0ᵐ0ˢ,1
1970910,684年1月22日 12ʰ0ᵐ0ˢ,1
1972150,687年6月15日 12ʰ0ᵐ0ˢ,1
1975960,697年11月19日 12ʰ0ᵐ0ˢ,1
1975990,697年12月19日 12ʰ0ᵐ0ˢ,1
1978322,704年5月8日 12ʰ0ᵐ0ˢ,1
1979946,708年10月18日 12ʰ0ᵐ0ˢ,1
1980065,709年2月14日 12ʰ0ᵐ0ˢ,1
1980271,709年9月8日 12ʰ0ᵐ0ˢ,1
1980419,710年2月3日 12ʰ0ᵐ0ˢ,1
1980508,710年5月3日 12ʰ0ᵐ0ˢ,1
1980567,710年7月1日 12ʰ0ᵐ0ˢ,1
1980655,710年9月27日 12ʰ0ᵐ0ˢ,1
1980714,710年11月25日 12ʰ0ᵐ0ˢ,1
1981157,712年2月11日 12ʰ0ᵐ0ˢ,1
1981305,712年7月8日 12ʰ0ᵐ0ˢ,1
1981600,713年4月29日 12ʰ0ᵐ0ˢ,1
1981925,714年3月20日 12ʰ0ᵐ0ˢ,1
1982309,715年4月8日 12ʰ0ᵐ0ˢ,1
1982397,715年7月5日 12ʰ0ᵐ0ˢ,1
1982693,716年4月26日 12ʰ0ᵐ0ˢ,1
1982781,716年7月23日 12ʰ0ᵐ0ˢ,1
1982840,716年9月20日 12ʰ0ᵐ0ˢ,1
1982959,717年1月17日 12ʰ0ᵐ0ˢ,1
1983549,718年8月30日 12ʰ0ᵐ0ˢ,1
1983667,718年12月26日 12ʰ0ᵐ0ˢ,1
1983697,719年1月25日 12ʰ0ᵐ0ˢ,1
1984583,721年6月29日 12ʰ0ᵐ0ˢ,1
1984937,722年6月18日 12ʰ0ᵐ0ˢ,1
1985026,722年9月15日 12ʰ0ᵐ0ˢ,1
1985203,723年3月11日 12ʰ0ᵐ0ˢ,1
1985380,723年9月4日 12ʰ0ᵐ0ˢ,1
1985734,724年8月23日 12ʰ0ᵐ0ˢ,1
1985853,724年12月20日 12ʰ0ᵐ0ˢ,1
1985971,725年4月17日 12ʰ0ᵐ0ˢ,1
1986059,725年7月14日 12ʰ0ᵐ0ˢ,1
1986207,725年12月9日 12ʰ0ᵐ0ˢ,1
1986355,726年5月6日 12ʰ0ᵐ0ˢ,1
1986561,726年11月28日 12ʰ0ᵐ0ˢ,1
1986739,727年5月25日 12ʰ0ᵐ0ˢ,1
1986827,727年8月21日 12ʰ0ᵐ0ˢ,1
1986945,727年12月17日 12ʰ0ᵐ0ˢ,1
1987388,729年3月4日 12ʰ0ᵐ0ˢ,1
1988569,732年5月28日 12ʰ0ᵐ0ˢ,1
1988628,732年7月26日 12ʰ0ᵐ0ˢ,1
1988865,733年3月20日 12ʰ0ᵐ0ˢ,1
1988953,733年6月16日 12ʰ0ᵐ0ˢ,1
1990489,737年8月30日 12ʰ0ᵐ0ˢ,1
1990814,738年7月21日 12ʰ0ᵐ0ˢ,1
1990873,738年9月18日 12ʰ0ᵐ0ˢ,1
1991759,741年2月20日 12ʰ0ᵐ0ˢ,1
1991847,741年5月19日 12ʰ0ᵐ0ˢ,1
1991906,741年7月17日 12ʰ0ᵐ0ˢ,1
1991995,741年10月14日 12ʰ0ᵐ0ˢ,1
1992084,742年1月11日 12ʰ0ᵐ0ˢ,1
1992143,742年3月11日 12ʰ0ᵐ0ˢ,1
1992231,742年6月7日 12ʰ0ᵐ0ˢ,1
1992349,742年10月3日 12ʰ0ᵐ0ˢ,1
1992527,743年3月30日 12ʰ0ᵐ0ˢ,1
1992615,743年6月26日 12ʰ0ᵐ0ˢ,1
1992911,744年4月17日 12ʰ0ᵐ0ˢ,1
1992999,744年7月14日 12ʰ0ᵐ0ˢ,1
1993087,744年10月10日 12ʰ0ᵐ0ˢ,1
1993383,745年8月2日 12ʰ0ᵐ0ˢ,1
1993649,746年4月25日 12ʰ0ᵐ0ˢ,1
1993767,746年8月21日 12ʰ0ᵐ0ˢ,1
1994003,747年4月14日 12ʰ0ᵐ0ˢ,1
1994446,748年6月30日 12ʰ0ᵐ0ˢ,1
1994741,749年4月21日 12ʰ0ᵐ0ˢ,1
1994800,749年6月19日 12ʰ0ᵐ0ˢ,1
1995125,750年5月10日 12ʰ0ᵐ0ˢ,1
1995243,750年9月5日 12ʰ0ᵐ0ˢ,1
1995362,751年1月2日 12ʰ0ᵐ0ˢ,1
1995421,751年3月2日 12ʰ0ᵐ0ˢ,1
1995509,751年5月29日 12ʰ0ᵐ0ˢ,1
1995981,752年9月12日 12ʰ0ᵐ0ˢ,1
1996070,752年12月10日 12ʰ0ᵐ0ˢ,1
1996365,753年10月1日 12ʰ0ᵐ0ˢ,1
1996749,754年10月20日 12ʰ0ᵐ0ˢ,1
1997635,757年3月24日 12ʰ0ᵐ0ˢ,1
1997783,757年8月19日 12ʰ0ᵐ0ˢ,1
1998019,758年4月12日 12ʰ0ᵐ0ˢ,1
1998078,758年6月10日 12ʰ0ᵐ0ˢ,1
1998256,758年12月5日 12ʰ0ᵐ0ˢ,1
1998315,759年2月2日 12ʰ0ᵐ0ˢ,1
1998403,759年5月1日 12ʰ0ᵐ0ˢ,1
1998610,759年11月24日 12ʰ0ᵐ0ˢ,1
1998699,760年2月21日 12ʰ0ᵐ0ˢ,1
1998787,760年5月19日 12ʰ0ᵐ0ˢ,1
1998875,760年8月15日 12ʰ0ᵐ0ˢ,1
1998964,760年11月12日 12ʰ0ᵐ0ˢ,1
1999171,761年6月7日 12ʰ0ᵐ0ˢ,1
1999259,761年9月3日 12ʰ0ᵐ0ˢ,1
1999348,761年12月1日 12ʰ0ᵐ0ˢ,1
1999555,762年6月26日 12ʰ0ᵐ0ˢ,1
1999643,762年9月22日 12ʰ0ᵐ0ˢ,1
1999702,762年11月20日 12ʰ0ᵐ0ˢ,1
1999939,763年7月15日 12ʰ0ᵐ0ˢ,1
2000027,763年10月11日 12ʰ0ᵐ0ˢ,1
2000086,763年12月9日 12ʰ0ᵐ0ˢ,1
2000175,764年3月7日 12ʰ0ᵐ0ˢ,1
2000470,764年12月27日 12ʰ0ᵐ0ˢ,1
2000618,765年5月24日 12ʰ0ᵐ0ˢ,1
2000913,766年3月15日 12ʰ0ᵐ0ˢ,1
2000972,766年5月13日 12ʰ0ᵐ0ˢ,1
2001297,767年4月3日 12ʰ0ᵐ0ˢ,1
2001504,767年10月27日 12ʰ0ᵐ0ˢ,1
2001681,768年4月21日 12ʰ0ᵐ0ˢ,1
2001858,768年10月15日 12ʰ0ᵐ0ˢ,1
2002065,769年5月10日 12ʰ0ᵐ0ˢ,1
2002449,770年5月29日 12ʰ0ᵐ0ˢ,1
2002537,770年8月25日 12ʰ0ᵐ0ˢ,1
2003069,772年2月8日 12ʰ0ᵐ0ˢ,1
2003305,772年10月1日 12ʰ0ᵐ0ˢ,1
2003423,773年1月27日 12ʰ0ᵐ0ˢ,1
2003689,773年10月20日 12ʰ0ᵐ0ˢ,1
2003748,773年12月18日 12ʰ0ᵐ0ˢ,1
2003955,774年7月13日 12ʰ0ᵐ0ˢ,1
2004132,775年1月6日 12ʰ0ᵐ0ˢ,1
2004191,775年3月6日 12ʰ0ᵐ0ˢ,1
2004309,775年7月2日 12ʰ0ᵐ0ˢ,1
2004398,775年9月29日 12ʰ0ᵐ0ˢ,1
2004959,777年4月12日 12ʰ0ᵐ0ˢ,1
2005047,777年7月9日 12ʰ0ᵐ0ˢ,1
2005343,778年5月1日 12ʰ0ᵐ0ˢ,1
2005431,778年7月28日 12ʰ0ᵐ0ˢ,1
2005490,778年9月25日 12ʰ0ᵐ0ˢ,1
2005727,779年5月20日 12ʰ0ᵐ0ˢ,1
2005874,779年10月14日 12ʰ0ᵐ0ˢ,1
2005963,780年1月11日 12ʰ0ᵐ0ˢ,1
2005993,780年2月10日 12ʰ0ᵐ0ˢ,1
2006317,780年12月30日 12ʰ0ᵐ0ˢ,1
2006701,782年1月18日 12ʰ0ᵐ0ˢ,1
2006967,782年10月11日 12ʰ0ᵐ0ˢ,1
2007144,783年4月6日 12ʰ0ᵐ0ˢ,1
2007292,783年9月1日 12ʰ0ᵐ0ˢ,1
2007410,783年12月28日 12ʰ0ᵐ0ˢ,1
2008621,787年4月22日 12ʰ0ᵐ0ˢ,1
2008857,787年12月14日 12ʰ0ᵐ0ˢ,1
2009211,788年12月2日 12ʰ0ᵐ0ˢ,1
2009684,790年3月20日 12ʰ0ᵐ0ˢ,1
2010038,791年3月9日 12ʰ0ᵐ0ˢ,1
2010245,791年10月2日 12ʰ0ᵐ0ˢ,1
2010481,792年5月25日 12ʰ0ᵐ0ˢ,1
